/net/GSP/users/pcortes/SOPHIE/listing_SOPHIE/Listing_ALL_2021-05-19.rdb:SOPHIE.2021-05-19T21:40:35.367	Gl406	105628.99	70052.00	13.53	99999.90	STAR,SKY,M4,HR	2700.0	0.9	4.1	11.4	M5	59354.38874	19.6111	0.0000	0.00	0.8358	19.6111	4.544894	0.058805	0.058811	4.405999	14.884699	-0.109333	-28.70	999.00	999.90	2.50	10.46	-27.2094	5.7465	RPE_sp3_NewUC_FP_v5.cat	1.4600	1.6800	4.00	328.00	2021-05-19
/net/GSP/users/pcortes/SOPHIE/listing_SOPHIE/Listing_ALL_2021-12-13.rdb:SOPHIE.2021-12-14T03:13:21.492	Gl406	105628.99	70052.00	13.53	99999.90	STAR,SKY,M4,HR	2700.0	0.9	7.8	28.3	M5	59562.61939	19.5588	0.0000	0.00	0.7972	19.5588	2.906294	0.023259	0.023273	4.510410	19.951164	-0.055333	30.00	999.00	999.90	2.96	0.00	999.0000	0.0000	RPE_sp3_NewUC_FP_v5.cat	1.5500	1.3800	4.00	36.00	2021-12-13
/net/GSP/users/pcortes/SOPHIE/listing_SOPHIE/Listing_ALL_2021-12-17.rdb:SOPHIE.2021-12-18T03:14:30.323	Gl406	105628.99	70052.00	13.53	99999.90	STAR,SKY,M4,HR	2700.0	1.9	7.1	21.4	M5	59566.62063	19.6413	0.0000	0.00	0.7961	19.6413	3.220204	0.032986	0.032996	4.408351	15.328829	-0.107333	29.55	999.00	999.90	3.56	9.96	29.3591	7.8853	RPE_sp3_NewUC_FP_v5.cat	1.4800	1.3400	4.00	34.00	2021-12-17
/net/GSP/users/pcortes/SOPHIE/listing_SOPHIE/Listing_ALL_2021-12-20.rdb:SOPHIE.2021-12-21T03:15:37.960	Gl406	105628.99	70052.00	13.53	99999.90	STAR,SKY,M4,HR	2700.0	1.6	7.3	24.1	M5	59569.62175	19.6140	0.0000	0.00	0.7896	19.6140	2.998974	0.027668	0.027680	4.510727	17.779945	-0.034000	29.13	999.00	999.90	3.14	13.85	28.5510	7.1564	RPE_sp3_NewUC_FP_v5.cat	1.4300	1.3200	4.00	32.00	2021-12-20
/net/GSP/users/pcortes/SOPHIE/listing_SOPHIE/Listing_ALL_2022-01-06.rdb:SOPHIE.2022-01-07T01:49:45.112	Gl406	105628.99	70052.00	13.53	99999.90	STAR,SKY,M4,HR	2700.0	0.8	6.0	22.2	M5	59586.56358	19.5729	0.0000	0.00	0.8007	19.5729	3.267283	0.037739	0.037747	4.352098	15.656956	-0.065667	25.37	999.00	999.90	2.34	0.00	999.0000	0.0000	RPE_sp3_NewUC_FP_v5.cat	1.5000	1.3600	4.00	34.00	2022-01-06
/net/GSP/users/pcortes/SOPHIE/listing_SOPHIE/Listing_ALL_2022-01-14.rdb:SOPHIE.2022-01-15T02:44:17.104	Gl406	105628.99	70052.00	13.53	99999.90	STAR,SKY,M4,HR	2700.0	1.4	9.2	28.4	M5	59594.60206	19.6373	0.0000	0.00	0.7979	19.6373	2.829763	0.018716	0.018733	4.568726	20.995013	-0.011667	22.63	999.00	999.90	3.06	8.67	23.0546	6.7465	RPE_sp3_NewUC_FP_v5.cat	1.2800	1.2500	3.00	17.00	2022-01-14
/net/GSP/users/pcortes/SOPHIE/listing_SOPHIE/Listing_ALL_2022-01-15.rdb:SOPHIE.2022-01-16T02:27:44.998	Gl406	105628.99	70052.00	13.53	99999.90	STAR,SKY,M4,HR	2700.0	1.9	7.7	24.7	M5	59595.59065	19.6094	0.0000	0.00	0.7978	19.6094	3.084180	0.023421	0.023434	4.613527	20.202007	0.023833	22.29	999.00	999.90	3.13	12.17	22.4556	7.9108	RPE_sp3_NewUC_FP_v5.cat	1.3000	1.2500	3.00	20.00	2022-01-15
/net/GSP/users/pcortes/SOPHIE/listing_SOPHIE/Listing_ALL_2022-01-23.rdb:SOPHIE.2022-01-24T03:18:20.897	Gl406	105628.99	70052.00	13.53	99999.90	STAR,SKY,M4,HR	2700.0	1.2	7.7	26.5	M5	59603.62633	19.5708	0.0000	0.00	0.7946	19.5708	2.985834	0.022262	0.022276	4.516844	20.980525	-0.061667	19.08	999.00	999.90	2.70	7.26	17.3880	6.9514	RPE_sp3_NewUC_FP_v5.cat	1.2500	1.2900	3.00	357.00	2022-01-23
/net/GSP/users/pcortes/SOPHIE/listing_SOPHIE/Listing_ALL_2022-01-27.rdb:SOPHIE.2022-01-28T02:29:13.729	Gl406	105628.99	70052.00	13.53	99999.90	STAR,SKY,M4,HR	2700.0	0.8	5.7	20.3	M5	59607.59251	19.5452	0.0000	0.00	0.7984	19.5452	3.450838	0.033952	0.033961	4.543511	18.754479	-0.010833	17.46	999.00	999.90	2.22	0.00	999.0000	0.0000	RPE_sp3_NewUC_FP_v5.cat	1.2500	1.2600	3.00	7.00	2022-01-27
/net/GSP/users/pcortes/SOPHIE/listing_SOPHIE/Listing_ALL_2022-01-30.rdb:SOPHIE.2022-01-31T01:26:45.664	Gl406	105628.99	70052.00	13.53	99999.90	STAR,SKY,M4,HR	2700.0	0.7	3.7	13.4	M5	59610.54925	19.5648	0.0000	0.00	0.7936	19.5648	3.728726	0.056061	0.056067	4.430676	17.399320	-0.059500	16.23	999.00	999.90	2.04	0.00	999.0000	0.0000	RPE_sp3_NewUC_FP_v5.cat	1.3000	1.2600	3.00	20.00	2022-01-30
/net/GSP/users/pcortes/SOPHIE/listing_SOPHIE/Listing_ALL_2022-02-11.rdb:SOPHIE.2022-02-12T00:49:47.111	Gl406	105628.99	70052.00	13.53	99999.90	STAR,SKY,M4,HR	2700.0	0.9	6.6	20.4	M5	59622.52419	19.5292	0.0000	0.00	0.7977	19.5292	3.490445	0.030499	0.030509	4.534932	18.027924	-0.088333	10.52	999.00	999.90	2.77	8.03	12.1082	6.7758	RPE_sp3_NewUC_FP_v5.cat	1.2900	1.2500	3.00	18.00	2022-02-11
/net/GSP/users/pcortes/SOPHIE/listing_SOPHIE/Listing_ALL_2022-02-24.rdb:SOPHIE.2022-02-25T00:25:40.545	Gl406	105628.99	70052.00	13.53	99999.90	STAR,SKY,M4,HR	2700.0	0.9	5.4	17.5	M5	59635.50770	19.6212	0.0000	0.00	0.7971	19.6212	2.666184	0.040201	0.040209	4.706835	16.848593	-0.030833	3.89	999.00	999.90	2.80	0.00	999.0000	0.0000	RPE_sp3_NewUC_FP_v5.cat	1.2600	1.2500	3.00	11.00	2022-02-24
/net/GSP/users/pcortes/SOPHIE/listing_SOPHIE/Listing_ALL_2022-02-28.rdb:SOPHIE.2022-03-01T01:53:52.990	Gl406	105628.99	70052.00	13.53	99999.90	STAR,SKY,M4,HR	2700.0	0.8	4.4	13.2	M5	59639.56902	19.4943	0.0000	0.00	0.7896	19.4943	3.299041	0.054895	0.054900	4.501283	14.790193	0.355833	1.62	999.00	999.90	2.31	0.00	999.0000	0.0000	RPE_sp3_NewUC_FP_v5.cat	1.3000	1.4000	3.00	341.00	2022-02-28
/net/GSP/users/pcortes/SOPHIE/listing_SOPHIE/Listing_ALL_2022-03-03.rdb:SOPHIE.2022-03-04T01:05:22.234	Gl406	105628.99	70052.00	13.53	99999.90	STAR,SKY,M4,HR	2700.0	1.2	5.9	20.2	M5	59642.53533	19.5093	0.0000	0.00	0.7892	19.5093	2.617087	0.033234	0.033243	4.574116	18.516698	-0.107167	0.11	999.00	999.90	2.46	0.00	999.0000	0.0000	RPE_sp3_NewUC_FP_v5.cat	1.2600	1.3200	3.00	351.00	2022-03-03
/net/GSP/users/pcortes/SOPHIE/listing_SOPHIE/Listing_ALL_2022-03-23.rdb:SOPHIE.2022-03-23T22:37:25.031	Gl406	105628.99	70052.00	13.53	99999.90	STAR,SKY,M4,HR	2700.0	1.1	7.5	25.3	M5	59662.43226	19.5088	0.0000	0.00	0.7890	19.5088	2.564787	0.023305	0.023318	4.470192	20.649527	0.016000	-9.87	999.00	999.90	2.59	5.44	-32.1913	4.1722	RPE_sp3_NewUC_FP_v5.cat	1.2600	1.2500	3.00	11.00	2022-03-23
